handle,first_name,last_name,status,photo_url,org,agents,rounds_played,rating,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage,igl,gender,country,primary_language,regions,league
b3ta,Puwadon,Jaisuekul,active,http://static.lolesports.com/players/1628491139707_1599762334741_silhouette.png,XIA,"Omen, Brimstone, Astra",6739.0,1.0,189.2,0.96,74%,123.0,0.66,0.39,0.07,0.08,28%,18%,TRUE,Male,Thailand,Thai,ap,valorant challengers
RedKoh,Danial,Hakim,active,http://static.lolesports.com/players/1674811967330_placeholder.png,BBG,"Viper, Breach, Cypher",4282.0,1.01,203.1,1.02,71%,129.5,0.71,0.27,0.1,0.1,21%,17%,FALSE,Male,Singapore,English/Malay/Mandarin/Tamil,ap,valorant challengers
DucT,Hoi? 1/2i? 1/2i? 1/2i? 1/2i? 1/2i? 1/2,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyc,active,http://static.lolesports.com/players/1628491702533_1599762334741_silhouette.png,VIE,"Killjoy, Breach, Omen",2568.0,0.92,183.7,0.89,68%,119.5,0.65,0.3,0.06,0.08,24%,13%,FALSE,Male,Vietnam,Vietnamese,ap,valorant challengers
ray4c,Rayvaldo,Chandra,active,http://static.lolesports.com/players/1673877338090_placeholder.png,AE,"Raze, Jett, Neon",2102.0,0.95,226.1,0.97,71%,140.9,0.75,0.23,0.15,0.18,11%,24%,FALSE,Male,Indonesia,Indonesian,ap,valorant challengers
Brxndon,Goh,Brandon,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,T30,"Jett, Astra, Omen",960.0,0.77,173.3,0.73,64%,111.3,0.59,0.3,0.08,0.13,23%,14%,FALSE,Male,Singapore,English/Malay/Mandarin/Tamil,ap,valorant challengers
Attention,JIA HUEI,HUANG,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,ZYG,"Jett, Killjoy, Sova",407.0,1.0,220.3,1.07,70%,141.8,0.77,0.13,0.14,0.12,27%,15%,FALSE,Male,Hong Kong,Cantonese/English,ap,valorant challengers
ChiaWei,CHANG,CHIA WEI,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,ONE,"Sova, Jett, Skye",950.0,1.09,202.4,1.15,75%,133.2,0.74,0.3,0.08,0.08,35%,16%,FALSE,Male,Taiwan,Mandarin,ap,valorant challengers
Shun,Song Lin,Han,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,KZ,"Sova, Breach, Fade",2130.0,1.02,185.5,0.98,72%,125.3,0.66,0.31,0.05,0.06,27%,12%,FALSE,Male,Singapore,English/Malay/Mandarin/Tamil,ap,valorant challengers
ERRRRA,Chia,Yong,active,,TMG,"omen, astra, brimstone",823.0,0.83,176.8,0.97,63%,118.7,0.65,0.21,0.06,0.06,27%,9%,FALSE,Male,SINGAPORE,English/Malay/Mandarin/Tamil,ap,valorant challengers
KRX,Jirayu,Samnual,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,SPE,"Jett, Raze, Reyna",1031.0,0.91,208,0.89,66%,137.3,0.71,0.22,0.16,0.16,29%,15%,FALSE,Male,Thailand,Thai,ap,valorant challengers
pedio,Pesol,Kornwiphopsophon,active,http://static.lolesports.com/players/1679048807782_placeholder.png,INFN,"sova, viper, gekko",785.0,0.85,174.2,0.77,64%,119.1,0.6,0.27,0.07,0.1,25%,11%,FALSE,Male,THAILAND,Thai,ap,valorant challengers
B1ngXun,Bing xun,Wang,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,287,"killjoy, cypher, viper",287.0,1.01,198.6,1.02,67%,136.1,0.7,0.21,0.06,0.09,34%,17%,FALSE,Male,THAILAND,Thai,ap,valorant challengers
PatMen,Mendoza,Jhon Patrick,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,ZOL,"Killjoy, Sova, Skye",2060.0,1.05,228.8,1.06,72%,151.9,0.8,0.28,0.13,0.1,32%,13%,FALSE,Male,Philippines,Filipino/English,ap,valorant challengers
Ember,Garvit,Nehra,active,http://static.lolesports.com/players/1678181482694_placeholder.png,GDR,"Astra, Brimstone, Viper",2411.0,1.0,192.5,0.96,70%,125.9,0.68,0.29,0.07,0.07,25%,15%,FALSE,Male,India,Hindi/English,ap,valorant challengers
Vizzz,Hoai? 1/2i? 1/2i? 1/2i? 1/2,Viei? 1/2i? 1/2i? 1/2i? 1/2,active,http://static.lolesports.com/players/1628491305216_1599762334741_silhouette.png,BAAM,"skye, kayo, breach",1001.0,0.82,179,0.78,69%,114.1,0.6,0.39,0.07,0.13,21%,20%,FALSE,Female,VIETNAM,Vietnamese,ap,valorant challengers
Bocah,Wibowo,Andres,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,(+4),"omen, astra, sova",931.0,0.98,195.8,0.93,68%,126.5,0.68,0.32,0.07,0.07,27%,10%,FALSE,Male,VIETNAM,Vietnamese,ap,valorant challengers
Edw4rd,Chai,Voon Chuan,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,0Zer,"astra, viper, brimstone",609.0,0.93,186.5,0.82,67%,122.4,0.61,0.34,0.07,0.1,23%,16%,FALSE,Male,INDONESIA,Indonesian,ap,valorant challengers
CaspeR,Neha,Sottany,archived,,PURR,"Astra, Omen, Brimstone",2611.0,1.07,206.9,1.05,73%,134.8,0.74,0.39,0.06,0.07,28%,16%,FALSE,Female,India,Hindi/English,ap,valorant challengers
joshh,Joshua,Leow,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,NG,"Omen, Jett, Killjoy",2988.0,0.92,184.9,0.9,68%,121.7,0.66,0.23,0.09,0.1,26%,13%,FALSE,Male,Singapore,English/Malay/Mandarin/Tamil,ap,valorant challengers
Hirenkyaku,Jerico,Loneza,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,(+5),"killjoy, viper, breach",214.0,0.72,167.6,0.68,60%,111.1,0.58,0.16,0.08,0.14,27%,8%,FALSE,Male,PHILIPPINES,Filipino/English,ap,valorant challengers
Foods,Adrian,Sarangaya,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,Jopa,"raze, sage, jett",236.0,0.86,200.1,0.81,61%,134.7,0.68,0.19,0.15,0.14,25%,11%,FALSE,Male,PHILIPPINES,Filipino/English,ap,valorant challengers
1ccug,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyu Dyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyng Quyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyng,Tui? 1/2i? 1/2,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,VIC,"killjoy, reyna, cypher",257.0,0.55,133.1,0.48,54%,91.2,0.41,0.24,0.04,0.14,21%,12%,FALSE,Male,PHILIPPINES,Filipino/English,ap,valorant challengers
zeeq,MuhamHazeeq,Bin Shammim,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,HB,"Cypher, Killjoy, Skye",2857.0,0.95,185.4,0.92,68%,124.0,0.66,0.22,0.07,0.08,25%,12%,FALSE,Male,Malaysia,Malay,ap,valorant challengers
RIZKYMD,TEUKU MUHAMMAD,RIZKI,active,http://static.lolesports.com/players/1627631746146_1599762334741_silhouette.png,Bin,"Omen, Breach, Skye",1780.0,0.94,187.1,0.94,74%,118.2,0.67,0.33,0.06,0.08,21%,15%,FALSE,Male,Indonesia,Indonesian,ap,valorant challengers
skye,Lim,Felipe Skye,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,MLT,"omen, viper, brimstone",1386.0,0.81,157.9,0.74,67%,101.9,0.55,0.33,0.06,0.09,21%,19%,FALSE,Male,SINGAPORE,English/Malay/Mandarin/Tamil,ap,valorant challengers
r0serade,Ferdi,Imansyah,active,http://static.lolesports.com/players/1673877289545_placeholder.png,Onge,"jett, sova, breach",335.0,0.86,182.5,0.79,70%,117.2,0.61,0.33,0.07,0.08,20%,17%,FALSE,Male,SINGAPORE,English/Malay/Mandarin/Tamil,ap,valorant challengers
Milooo,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyc Anh,Li? 1/2i? 1/2,active,http://static.lolesports.com/players/1675075796140_silhouette_transparent.png,RLF,"Omen, Viper, Cypher",545.0,0.88,181,0.83,69%,125.6,0.62,0.31,0.09,0.12,26%,8%,FALSE,Male,Vietnam,Vietnamese,ap,valorant challengers
frostmind,Muhammad Rafi,Diandra,active,http://static.lolesports.com/players/1633401230562_1599762334741_silhouette.png,BTR,"Killjoy, Cypher, Omen",5553.0,1.0,186.9,1.03,72%,124.5,0.67,0.21,0.06,0.06,31%,15%,FALSE,Male,Indonesia,Indonesian,ap,valorant challengers
Daicute,Anh Minh Thi? 1/2i? 1/2i? 1/2i? 1/2,Nguyi? 1/2i? 1/2i? 1/2,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,TDE,"Jett, Reyna, Chamber",2768.0,1.01,225.5,1.06,68%,144.0,0.79,0.18,0.14,0.14,23%,11%,FALSE,Male,Vietnam,Vietnamese,ap,valorant challengers
Mast3r,Varun,Menon,active,http://static.lolesports.com/players/1678186502963_placeholder.png,AR,"Sova, Killjoy, KAY/O",2621.0,0.92,180.2,0.86,67%,120.7,0.63,0.25,0.06,0.06,25%,13%,FALSE,Male,India,Hindi/English,ap,valorant challengers
Pr,Paradorn,Chancharoen,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,Arch,"kayo, omen, breach",590.0,0.94,195.2,0.86,71%,129.0,0.66,0.37,0.09,0.09,25%,23%,FALSE,Male,THAILAND,Thai,ap,valorant challengers
gin,Vi? 1/2i? 1/2i? 1/2i? 1/2i? 1/2,Phan,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,RLF,"Jett, Raze, Reyna",4004.0,1.03,235.7,1.07,69%,152.6,0.81,0.19,0.19,0.19,28%,15%,FALSE,Male,THAILAND,Thai,ap,valorant challengers
Kromex,Harry,Webster,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,AAA,"Cypher, Sova, Killjoy",833.0,0.92,177.8,0.86,67%,114.5,0.62,0.22,0.07,0.09,23%,8%,FALSE,Male,Thailand,Thai,ap,valorant challengers
P1nA,Nguyi? 1/2i? 1/2i? 1/2i? 1/2,Nam,active,http://static.lolesports.com/players/1627634824140_1599762334741_silhouette.png,BAAM,"astra, viper, omen",2650.0,0.97,184.3,0.95,72%,120.8,0.67,0.35,0.06,0.07,33%,12%,FALSE,Male,VIETNAM,Vietnamese,ap,valorant challengers
YoungPork,John Mhike,Lorio,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,GLAB,"kayo, astra, omen",356.0,0.86,186.3,0.82,64%,131.4,0.65,0.21,0.07,0.07,36%,12%,FALSE,Male,VIETNAM,Vietnamese,ap,valorant challengers
Vers4ce,Nguyi? 1/2i? 1/2i? 1/2i? 1/2i? 1/2i? 1/2i? 1/2i? 1/2,Li? 1/2i? 1/2,active,http://static.lolesports.com/players/1675077349695_silhouette_transparent.png,2K,"jett, raze, neon",334.0,0.71,181.9,0.71,55%,124.6,0.62,0.15,0.13,0.19,20%,8%,FALSE,Male,PHILIPPINES,Filipino/English,ap,valorant challengers
NAOM,Amirudeen,S/O Abdul Rahman,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,NOM,"skye, sage, kayo",269.0,0.8,173.3,0.77,65%,113.8,0.65,0.26,0.07,0.12,23%,6%,FALSE,Male,JAPAN,Japanese,ap,valorant challengers
KnightRider,Abhay,Mulchandani,active,http://static.lolesports.com/players/1678787020629_placeholder.png,GDR,"Chamber, Jett, Sage",3960.0,1.0,213.9,1.06,65%,133.9,0.78,0.12,0.16,0.14,30%,10%,FALSE,Male,India,Hindi/English,ap,valorant challengers
Cangshu,Yujun,Zheng,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,(+2),"neon, kayo, jett",245.0,0.86,186.9,0.82,69%,122.2,0.65,0.36,0.11,0.1,33%,8%,FALSE,Male,TAIWAN,Mandarin,ap,valorant challengers
Anq,Ilya,Matyash,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,VX3,"Jett, Chamber, Raze",1012.0,1.25,253,1.36,71%,161.4,0.89,0.15,0.18,0.14,28%,20%,FALSE,Male,Russia,Russian,ap|eu,valorant challengers
Chainyyy,Panyawong,Pornchai,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,SPE,"sova, killjoy, omen",2058.0,0.89,181.5,0.86,68%,118.0,0.6,0.3,0.07,0.11,18%,15%,FALSE,Male,THAILAND,Thai,ap,valorant challengers
NamGoku,Qui? 1/2i? 1/2i? 1/2i? 1/2i? 1/2i? 1/2,Li? 1/2i? 1/2,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,CKE,"jett, raze, sova",385.0,0.75,180.2,0.72,58%,123.0,0.62,0.17,0.14,0.15,29%,13%,FALSE,Male,THAILAND,Thai,ap,valorant challengers
blackhawk,Shailesh Ravindra,Dalvi,active,http://static.lolesports.com/players/1682507813030_placeholder.png,AR,"Omen, Brimstone, KAY/O",5659.0,0.96,184.1,0.92,70%,122.6,0.66,0.3,0.07,0.08,31%,13%,FALSE,Male,India,Hindi/English,ap,valorant challengers
kilo,ZHONG YI,HUANG,active,http://static.lolesports.com/players/1679909491556_placeholder.png,(+2),"Jett, Raze, Omen",392.0,0.87,185.4,0.81,60%,124.2,0.64,0.19,0.08,0.07,25%,6%,FALSE,Male,TAIWAN,Mandarin,ap,valorant challengers
GunterR,Chu-Ping,Tseng,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,(+2),"Omen, Viper, Brimstone",383.0,0.83,172.5,0.76,67%,117.2,0.57,0.32,0.07,0.09,30%,11%,FALSE,Male,Taiwan,Mandarin,ap,valorant challengers
D4rf,Wayu,Phantakerngamorn,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,XIA,"omen, brimstone, astra",728.0,0.91,186.5,0.88,69%,120.7,0.65,0.37,0.08,0.1,28%,15%,FALSE,Male,THAILAND,Thai,ap,valorant challengers
Vera,Rodman,Yap,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,DSG,"Jett, Raze, Neon",3532.0,1.06,242,1.09,71%,158.0,0.83,0.21,0.19,0.16,22%,15%,FALSE,Male,Singapore,English/Malay/Mandarin/Tamil,ap,valorant challengers
esmonde,Esmonde Farm,Rui Siang,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,KZ,"omen, brimstone, viper",810.0,0.85,162.3,0.76,68%,109.1,0.55,0.36,0.05,0.08,21%,18%,FALSE,Male,SINGAPORE,English/Malay/Mandarin/Tamil,ap,valorant challengers
Milk,Chi-Hong,Lin,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,CBT,"Jett, Raze, Reyna",703.0,0.85,224.5,0.92,68%,144.4,0.73,0.24,0.14,0.18,17%,4%,FALSE,Male,Taiwan,Mandarin,ap,valorant challengers
nateflix,Nathan,Nioda,active,http://static.lolesports.com/players/1681893617755_placeholder.png,ZOL,"astra, brimstone, breach",256.0,0.81,161.6,0.71,61%,111.1,0.54,0.3,0.06,0.07,20%,9%,FALSE,Male,PHILIPPINES,Filipino/English,ap,valorant challengers
Kylee,Muhammad,Syafrizal,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,ARF,"Cypher, Killjoy, Jett",1711.0,1.05,216.1,1.09,68%,141.7,0.78,0.15,0.13,0.11,40%,14%,FALSE,Male,Indonesia,Indonesian,ap,valorant challengers
ayman,Raja,Ayman,active,http://static.lolesports.com/players/1674813547722_placeholder.png,BZE,"jett, raze, sova",341.0,0.87,213.3,0.84,68%,141.3,0.72,0.21,0.18,0.21,22%,17%,FALSE,Male,MALAYSIA,Malay,ap,valorant challengers
Redneval,Li? 1/2i? 1/2i? 1/2i? 1/2i? 1/2i? 1/2i? 1/2,Khi? 1/2i? 1/2i? 1/2,active,http://static.lolesports.com/players/1627634934768_1599762334741_silhouette.png,WX,"Raze, Jett, Killjoy",2436.0,0.96,225.3,0.98,69%,142.9,0.77,0.23,0.18,0.18,22%,14%,FALSE,Male,Vietnam,Vietnamese,ap,valorant challengers
Azys,Azis,Nandang,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,MOGO,"Raze, Jett, KAY/O",5407.0,1.08,239.3,1.14,70%,154.7,0.83,0.2,0.17,0.15,28%,18%,FALSE,Male,PHILIPPINES,Filipino/English,ap,valorant challengers
meejaey,Abdussalam,Hasan,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,60%,"killjoy, sova, viper",379.0,0.83,186.1,0.81,61%,120.3,0.65,0.16,0.1,0.15,21%,16%,FALSE,Male,PHILIPPINES,Filipino/English,ap,valorant challengers
vascalizz,REY SEBASTIAN,PARDEDE,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,BTR,"Sova, Skye, Fade",4704.0,1.03,203.9,1.01,73%,134.0,0.7,0.32,0.06,0.07,22%,15%,FALSE,Male,Indonesia,Indonesian,ap,valorant challengers
Reverie,Steven,Kang,active,http://static.lolesports.com/players/1674811989061_placeholder.png,KZ,"Sova, Skye, Gekko",1060.0,0.99,195.1,0.93,72%,133.0,0.67,0.3,0.06,0.06,28%,11%,FALSE,Male,Singapore,English/Malay/Mandarin/Tamil,ap,valorant challengers
AuloekXD,Ji-Yuan,Wan,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,(+2),"omen, jett, brimstone",347.0,0.8,161.8,0.76,65%,108.6,0.57,0.34,0.05,0.08,31%,17%,FALSE,Male,TAIWAN,Mandarin,ap,valorant challengers
da1zzie,Darryl,Kurniawan,active,http://static.lolesports.com/players/1673877894885_placeholder.png,Team,"raze, killjoy, kayo",301.0,0.84,192.9,0.84,64%,128.7,0.67,0.15,0.1,0.16,23%,19%,FALSE,Male,INDONESIA,Indonesian,ap,valorant challengers
RvK,Rishi,Vijayakumar,active,http://static.lolesports.com/players/1654674075803_placeholder.png,TRS,"Viper, Sova, Fade",7264.0,0.96,189.4,0.96,68%,125.1,0.67,0.24,0.08,0.09,32%,14%,FALSE,Male,India,Hindi/English,ap,valorant challengers
Ace,JIA JIN,WONG,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,KBG,"Omen, Astra, Jett",632.0,0.96,211,0.92,66%,137.7,0.72,0.26,0.11,0.13,24%,13%,FALSE,Male,Hong Kong,Cantonese/English,ap,valorant challengers
Yoyo,YOU SIANG,SYU,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,Cats,"Jett, Raze, Killjoy",299.0,0.76,191.1,0.75,58%,125.5,0.64,0.16,0.13,0.17,19%,14%,FALSE,Male,Taiwan,Mandarin,ap,valorant challengers
asteriskk,Nanda,Rizana,active,http://static.lolesports.com/players/1628490540127_1599762334741_silhouette.png,AE,"Omen, Sage, Astra",3819.0,0.95,177.5,0.94,72%,110.4,0.63,0.34,0.06,0.08,18%,16%,FALSE,Male,INDONESIA,Indonesian,ap,valorant challengers
Techno,Shravan Kumar,Sahoo,active,http://static.lolesports.com/players/1678186144088_placeholder.png,OGS,"Omen, Viper, Sova",2760.0,1.02,194.1,0.99,72%,127.7,0.69,0.34,0.08,0.08,27%,15%,FALSE,Male,India,Hindi/English,ap,valorant challengers
dzii,Daven,Cheong,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,LESS,"Jett, Killjoy, Astra",2391.0,1.0,216.3,1.02,72%,140.5,0.76,0.21,0.11,0.12,23%,13%,FALSE,Male,Singapore,English/Malay/Mandarin/Tamil,ap,valorant challengers
Worship,Ian Christian,Ga,active,http://static.lolesports.com/players/1681195501382_placeholder.png,APH,"Breach, Sova, Skye",391.0,0.75,152.5,0.64,66%,101.3,0.5,0.4,0.04,0.09,19%,11%,FALSE,Male,Philippines,Filipino/English,ap,valorant challengers
mimii,kanyanat,khosuriya,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,WSF,"chamber, jett, reyna",415.0,1.03,200.9,1.05,69%,130.9,0.72,0.16,0.13,0.09,31%,13%,FALSE,Female,THAILAND,Thai,ap,valorant challengers
wannafly,Jirayu,Meesuk,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,MITH,"Jett, Killjoy, Chamber",4167.0,1.02,215.2,1.03,72%,139.2,0.74,0.2,0.13,0.11,22%,16%,FALSE,Male,THAILAND,Thai,ap,valorant challengers
Hotsauz,Yousef Imad,El-yousef,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,VLT,"Killjoy, Cypher, Sage",1647.0,0.99,198.2,0.98,69%,133.1,0.69,0.23,0.09,0.08,25%,13%,FALSE,Male,Philippines,Filipino/English,ap,valorant challengers
niffy,Patcharapon,Junman,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,SPE,"Jett, Raze, Breach",3611.0,1.02,209.4,1.0,70%,136.9,0.73,0.24,0.13,0.12,25%,15%,FALSE,Male,UNITED STATES,English,ap,valorant challengers
f1cio,Ngi? 1/2i? 1/2i? 1/2i? 1/2i? 1/2i? 1/2i? 1/2,Hoi? 1/2i? 1/2i? 1/2,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,ZYG,"Viper, Omen, Chamber",4076.0,1.08,208.4,1.05,73%,136.9,0.73,0.31,0.1,0.09,29%,15%,FALSE,Male,Vietnam,Vietnamese,ap,valorant challengers
Nh0zKon,Li? 1/2i? 1/2i? 1/2i? 1/2i? 1/2,Ti? 1/2i? 1/2,active,http://static.lolesports.com/players/1628491274505_1599762334741_silhouette.png,UNC,"sova, sage, viper",685.0,0.85,190.6,0.77,64%,127.4,0.63,0.29,0.08,0.09,21%,14%,FALSE,Male,VIETNAM,Vietnamese,ap,valorant challengers
jeed,Fakhrul Najeed,Bin Idris,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,TDK,"Astra, Omen, Killjoy",2550.0,0.96,186.4,0.92,70%,122.6,0.66,0.27,0.06,0.06,30%,12%,FALSE,Male,Malaysia,Malay,ap,valorant challengers
lilo,Ryan,Bertrand,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,BTR,"Jett, Raze, Neon",3313.0,0.98,226.8,1.0,67%,148.1,0.78,0.19,0.2,0.19,25%,15%,FALSE,Male,INDONESIA,Indonesian,ap,valorant challengers
Karl,Ocampo Karlo James,Santos,active,http://static.lolesports.com/players/1627632053471_1599762334741_silhouette.png,AKO,"Sova, Skye, Breach",1467.0,1.09,205.7,1.08,74%,135.8,0.73,0.29,0.06,0.05,25%,13%,FALSE,Male,Philippines,Filipino/English,ap,valorant challengers
eur,Eugenio Jeric,Baquir,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,AVN,"raze, omen, phoenix",203.0,0.75,166.3,0.68,64%,109.3,0.57,0.34,0.05,0.11,28%,3%,FALSE,Male,PHILIPPINES,Filipino/English,ap,valorant challengers
subbey,Shamir Aliff,Bin Saifu Zaman,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,RDA,"Sova, Breach, Skye",3585.0,0.95,194.1,0.92,69%,127.7,0.68,0.27,0.07,0.07,30%,13%,FALSE,Male,Malaysia,Malay,ap,valorant challengers
Bryce,Bryce,Lee,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,DSG,"Astra, Killjoy, Viper",2918.0,0.99,192.3,0.97,70%,125.7,0.69,0.23,0.08,0.09,25%,11%,FALSE,Male,Singapore,English/Malay/Mandarin/Tamil,ap,valorant challengers
ABATMAN,Franc,Lenard Mejia,active,,NCG,"Killjoy, Cypher, Viper",1161.0,0.91,194.7,0.88,68%,132.4,0.68,0.25,0.08,0.1,26%,18%,FALSE,Male,Philippines,Filipino/English,ap,valorant challengers
WARWICK,Ronakorn,Sattanaco,active,,MITH,"jett, raze, reyna",359.0,1.07,218.6,1.0,66%,143.5,0.77,0.14,0.13,0.14,32%,14%,FALSE,Male,THAILAND,Thai,ap,valorant challengers
lorenzo,Aidan,Phua,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,NOM,"omen, viper, astra",345.0,0.87,168.3,0.77,70%,111.8,0.62,0.34,0.05,0.06,22%,19%,FALSE,Male,THAILAND,Thai,ap,valorant challengers
