handle,first_name,last_name,status,photo_url,org,agents,rounds_played,rating,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage,igl,gender,country,primary_language,regions
Kong,Nguyï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Nguyï¿½ï¿½ï¿½,active,http://static.lolesports.com/players/1675077429631_silhouette_transparent.png,2K,"kayo, sova, omen",247,0.76,172.7,0.7,60%,113.8,0.58,0.29,0.05,0.11,21%,9%,FALSE,Male,INDONESIA,Indonesian,
aLerT,Wattanachok,Yingnakorn,active,http://static.lolesports.com/players/1628491082159_1599762334741_silhouette.png,XIA,"jett, killjoy, cypher",5765,0.99,210.2,1.02,70%,136.5,0.73,0.22,0.13,0.12,25%,16%,FALSE,Male,Thailand,Thai,
gadoerzz,Gabriel Dodjie Guyo,Gutierrez,active,http://static.lolesports.com/players/1628490196415_1599762334741_silhouette.png,APH,"raze, reyna, killjoy",728,0.94,210.6,0.92,66%,134.1,0.73,0.25,0.13,0.14,25%,7%,FALSE,Male,PHILIPPINES,Filipino/English,
roseau,Baskoro,Dwi Putra,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,AE,"sova, viper, skye",1733,0.89,174.9,0.84,70%,114.9,0.6,0.28,0.05,0.06,19%,14%,FALSE,Male,PHILIPPINES,Filipino/English,
slathom999,Shawn Dale,Bolondro,active,http://static.lolesports.com/players/1679921160194_placeholder.png,GEEK,"sova, fade, sage",931,1.19,234.8,1.17,73%,155.1,0.82,0.28,0.1,0.09,31%,19%,FALSE,Male,INDONESIA,Indonesian,
DEATHMAKER,Debanjan,Das,active,,MOGO,"jett, chamber, raze",7486,1.14,244.7,1.22,70%,158.5,0.87,0.16,0.19,0.15,30%,13%,FALSE,Male,India,Hindi/English,
Haimerej,Jeremiah ,Camporedondo,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,AIM,"fade, sova, killjoy",352,0.89,174.6,0.82,68%,114.8,0.63,0.22,0.06,0.08,32%,16%,FALSE,Male,PHILIPPINES,Filipino/English,
Rendra,Dwiky,Narendra Kusuma Pribadi,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,90,"astra, sova, deadlock",739,0.73,168,0.68,64%,116.9,0.56,0.21,0.09,0.17,16%,9%,FALSE,Male,PHILIPPINES,Filipino/English,
Marzil,Agneya,Koushik,active,,TS,"killjoy, raze, chamber",3999,0.88,195.4,0.9,66%,129.2,0.67,0.2,0.12,0.14,25%,13%,TRUE,Male,India,Hindi/English,
Mowff,Trï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Minh,active,http://static.lolesports.com/players/1675077775379_silhouette_transparent.png,BAAM,"sova, sage, killjoy",1689,0.91,179.4,0.84,70%,120.8,0.6,0.33,0.06,0.07,19%,12%,FALSE,Male,VIETNAM,Vietnamese,
Dignified,Kenneth James,Arances,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,(+3),"skye, kayo, gekko",378,1,190.5,0.91,69%,129.2,0.68,0.35,0.06,0.05,38%,12%,FALSE,Male,VIETNAM,Vietnamese,
mika,Michael,Setiawan,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,BTR,"skye, sova, killjoy",3192,1.03,197.1,0.97,71%,128.5,0.68,0.32,0.07,0.07,22%,18%,FALSE,Male,PHILIPPINES,Filipino/English,
shirazi,Kelly,Jaudian,active,,XIP,"viper, brimstone, omen",2642,1.21,224.2,1.3,78%,147,0.79,0.37,0.1,0.07,21%,20%,FALSE,Female,Philippines,Filipino/English,
Nasty,Guan-Wei,Zhu,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,453,"jett, raze, iso",453,1.01,220.3,1.02,66%,141.3,0.78,0.1,0.19,0.16,27%,14%,FALSE,Male,TAIWAN,Mandarin,
Answerz,Khishigbadrakh,Tumurtogoo,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,(+1),"jett, reyna, yoru",319,0.9,185.4,0.88,66%,123.7,0.64,0.2,0.11,0.09,24%,12%,FALSE,Male,Mongolia,Mongolian,
Jefz,Jeffrey,Johan,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,CNL,"jett, raze, viper",483,1.03,227.9,1.02,69%,148.8,0.77,0.22,0.17,0.17,14%,21%,FALSE,Male,INDONESIA,Indonesian,
xavi8k,Xavier Desiderio,Juan,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,OAS,"raze, breach, killjoy",4007,1.1,229.8,1.11,74%,150.5,0.78,0.33,0.11,0.11,20%,13%,FALSE,Male,Philippines,Filipino/English,
benaf,Benedict,Tan,active,http://static.lolesports.com/players/1674814725973_placeholder.png,T30,"jett, kayo, raze",1491,0.92,187.3,0.88,68%,123.6,0.66,0.28,0.09,0.11,24%,11%,FALSE,Male,SINGAPORE,English/Malay/Mandarin/Tamil,
n9sty,William Angelo,Givens,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,AIM,"jett, killjoy, cypher",291,0.97,228.3,0.99,63%,146.1,0.82,0.1,0.17,0.14,35%,18%,FALSE,Male,SINGAPORE,English/Malay/Mandarin/Tamil,
senyorcarl,Carl,Carandang,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,CW,"jett, raze, omen",2612,0.98,207.8,0.97,69%,133.7,0.73,0.25,0.12,0.11,25%,15%,FALSE,Male,UNITED STATES,English,
rkz,Zach Anthony,Arquiza,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,IVY,"viper, omen, breach",481,0.91,182.4,0.87,67%,127.6,0.66,0.26,0.04,0.08,30%,14%,FALSE,Male,PHILIPPINES,Filipino/English,
Papichulo,Federico,Evangelista,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,NAOS,"killjoy, viper, omen",5367,1.15,209.8,1.18,77%,137.8,0.74,0.32,0.07,0.06,26%,17%,FALSE,Male,PHILIPPINES,Filipino/English,
craigys,craig,Salgado,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,ZLS,"killjoy, astra, viper",362,0.74,170.9,0.73,64%,110.7,0.58,0.18,0.04,0.08,22%,11%,FALSE,Male,PHILIPPINES,Filipino/English,
n1zzy,Tan Thanh,Nguyen,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,FCY,"jett, reyna, fade",3456,1.16,237.6,1.19,74%,152.2,0.83,0.28,0.14,0.11,31%,16%,FALSE,Male,PHILIPPINES,Filipino/English,
astr0,Franz  ,del Rosario,active,http://static.lolesports.com/players/1678963775283_placeholder.png,CW,"omen, viper, astra",1671,0.94,182.7,0.89,71%,122.5,0.65,0.31,0.06,0.07,30%,14%,FALSE,Male,VIETNAM,Vietnamese,
squenzer,Tanapat,Lamung,active,http://static.lolesports.com/players/1679048838812_placeholder.png,INFN,"viper, breach, kayo",272,0.83,163.5,0.75,65%,107.4,0.58,0.32,0.06,0.08,21%,10%,FALSE,Male,PHILIPPINES,Filipino/English,
Aclx,GUO JYUN,YANG,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,LP33,"reyna, raze, killjoy",960,0.91,202,0.81,66%,136.4,0.66,0.26,0.1,0.12,19%,9%,FALSE,Male,Taiwan,Mandarin,
Kamiyu,Enriquez,Camille,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,XIP,"jett, skye, breach",2272,1.09,207.8,1.14,78%,135.1,0.73,0.41,0.08,0.08,29%,20%,FALSE,Male,Philippines,Filipino/English,
maxxyy,Maximilian,Ling,active,http://static.lolesports.com/players/1674811939795_placeholder.png,LVR,"killjoy, cypher, sova",249,0.82,178.7,0.81,69%,120.7,0.61,0.24,0.04,0.09,26%,18%,FALSE,Male,SINGAPORE,English/Malay/Mandarin/Tamil,
d1srupt,Lico,Nereus,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,MEOW,"jett, breach, omen",3162,1.05,212.4,1.05,71%,139.7,0.75,0.28,0.11,0.1,27%,14%,FALSE,Male,Philippines,Filipino/English,
Unhappy,Wen wei,Liao,active,http://static.lolesports.com/players/1679913167798_placeholder.png,ROA,"killjoy, cypher, deadlock",528,0.85,176.3,0.83,66%,121.3,0.62,0.14,0.07,0.06,27%,10%,FALSE,Male,Taiwan,Mandarin,
YOKY,Jularat,Buaphan,active,,KZ.T,"breach, sova, skye",1418,0.89,173.2,0.85,73%,111.1,0.61,0.39,0.07,0.09,31%,11%,FALSE,Female,Thailand,Thai,
godko,Chanmin,Park,active,,DSP,"sova, cypher, sage",291,0.79,153.1,0.73,64%,100.1,0.53,0.26,0.04,0.08,25%,6%,FALSE,Male,South Korea,Korean,
theDoctorr,Mathanraj,Munisparan,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,U5,"omen, astra, breach",3340,0.92,173.1,0.85,69%,114.7,0.6,0.34,0.07,0.09,29%,14%,FALSE,Male,Malaysia,Malay,
XII,YAN SIANG        ,CHEN,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,NWG,"jett, astra, viper",280,0.92,189,0.92,69%,124.4,0.66,0.33,0.1,0.13,26%,6%,FALSE,Male,Taiwan,Mandarin,
famouz,Fikri,Zaki,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,BME,"raze, jett, sova",5858,1.13,247.7,1.18,72%,159.7,0.84,0.24,0.15,0.12,18%,15%,FALSE,Male,Indonesia,Indonesian,
RAxBaRos,Sahachai,Niyomkaewwattana,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,DAYN,"sova, sage, cypher",266,0.84,150.9,0.75,62%,102.2,0.54,0.24,0.05,0.04,23%,19%,FALSE,Male,THAILAND,Thai,
nhatthong2k,Thï¿½ï¿½ï¿½ï¿½,Nguyï¿½ï¿½ï¿½,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,BAAM,"jett, raze, kayo",2375,0.91,210.5,0.91,67%,140,0.71,0.22,0.16,0.15,22%,10%,FALSE,Male,THAILAND,Thai,
r1seN,Mohammad Zaid,Quraishi,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,AST,"sova, chamber, fade",439,0.98,194.9,0.94,67%,132.5,0.69,0.18,0.08,0.08,30%,13%,FALSE,Male,INDIA,Hindi/English,
bbalto,Haiqal,Nagib,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,UwU,"raze, viper, omen",1386,0.87,197,0.86,67%,125.6,0.66,0.24,0.11,0.13,13%,17%,FALSE,Male,INDIA,Hindi/English,
tbloy,Techodom,Saetiao,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,SG,"raze, jett, killjoy",461,0.83,206.3,0.85,66%,138.5,0.7,0.16,0.16,0.18,22%,12%,FALSE,Male,MALAYSIA,Malay,
BerserX,Rizkie Adla ,Kusuma,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,BME,"jett, killjoy, raze",7401,1.08,224.9,1.16,73%,142.1,0.79,0.21,0.15,0.12,23%,18%,FALSE,Male,Indonesia,Indonesian,
Harshhh,Harsh ,Arora,active,http://static.lolesports.com/players/1678186458507_placeholder.png,RGE,"cypher, breach, jett",3957,1.01,196.7,0.99,72%,126,0.69,0.33,0.08,0.08,20%,14%,FALSE,Male,India,Hindi/English,
Cud,THOMAS,ALFIANTINO,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,AE,"killjoy, jett, cypher",2530,1,204.1,1.06,69%,133.3,0.74,0.19,0.09,0.1,28%,15%,TRUE,Male,Indonesia,Indonesian,
10X,Jinwoo,Choi,active,,E36,"sova, sage, raze",234,1.02,178.4,0.81,71%,122.4,0.62,0.29,0.07,0.11,21%,30%,FALSE,Male,South Korea,Korean,
SHINSEI,Zhong,Kang,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,KZ,"jett, reyna, cypher",1153,0.98,237.9,1.03,65%,153,0.84,0.15,0.22,0.24,31%,19%,FALSE,Male,Singapore,English/Malay/Mandarin/Tamil,
fidelwow,Fidel,Saputra,active,http://static.lolesports.com/players/1673876822605_placeholder.png,BME,"killjoy, sage, viper",1071,0.96,190.6,0.92,72%,124.8,0.67,0.26,0.06,0.1,23%,7%,FALSE,Male,INDONESIA,Indonesian,
Repulsive,Raphael Adrian,Balaguer,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,(+1),"omen, viper, brimstone",652,0.89,169.1,0.76,73%,109.6,0.55,0.45,0.07,0.08,25%,8%,FALSE,Male,Philippines,Filipino/English,
Kairo,Kai xi,Lee,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,KZ,"jett, sova, reyna",900,0.94,204,0.92,68%,129.8,0.71,0.23,0.1,0.12,27%,14%,FALSE,Female,SINGAPORE,English/Malay/Mandarin/Tamil,
FREY,Ingram,Tan,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,LZE,"killjoy, cypher, chamber",3297,1,201.6,1.01,70%,133.2,0.71,0.18,0.11,0.09,21%,11%,FALSE,Male,Singapore,English/Malay/Mandarin/Tamil,
flabben,Daniil  , Merzlyakov,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,GG,"omen, astra, brimstone",878,1.12,211.5,1.15,72%,135.9,0.75,0.3,0.11,0.11,28%,16%,FALSE,Male,Russia,Russian,
heyNF,Hanif Mubarak,Gumilar,active,http://static.lolesports.com/players/1627631679754_1599762334741_silhouette.png,Bin,"jett, sage, raze",2194,0.96,193.3,0.96,69%,125.6,0.69,0.26,0.09,0.09,27%,16%,FALSE,Male,Indonesia,Indonesian,
DaFt,Tuï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Huï¿½ï¿½ï¿½ï¿½,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,VIC,"jett, raze, astra",1193,0.95,215.4,0.92,69%,143.3,0.73,0.25,0.14,0.14,25%,7%,FALSE,Male,Vietnam,Vietnamese,
klipp,Grant,Hadiputra,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,(+10),"jett, raze, killjoy",1611,0.95,205.5,0.92,68%,134.9,0.71,0.24,0.12,0.13,25%,11%,FALSE,Male,Indonesia,Indonesian,
b3ta,Puwadon,Jaisuekul,active,http://static.lolesports.com/players/1628491139707_1599762334741_silhouette.png,XIA,"omen, astra, brimstone",6739,1,189.2,0.96,74%,123,0.66,0.39,0.07,0.08,28%,18%,TRUE,Male,Thailand,Thai,
RedKoh,Danial,Hakim,active,http://static.lolesports.com/players/1674811967330_placeholder.png,BBG,"reyna, viper, breach",4282,1.01,203.1,1.02,71%,129.5,0.71,0.27,0.1,0.1,21%,17%,FALSE,Male,Singapore,English/Malay/Mandarin/Tamil,
DucT,Hoï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýc,active,http://static.lolesports.com/players/1628491702533_1599762334741_silhouette.png,VIE,"breach, omen, killjoy",2568,0.92,183.7,0.89,68%,119.5,0.65,0.3,0.06,0.08,24%,13%,FALSE,Male,Vietnam,Vietnamese,
ray4c,Rayvaldo ,Chandra,active,http://static.lolesports.com/players/1673877338090_placeholder.png,AE,"raze, reyna, jett",2102,0.95,226.1,0.97,71%,140.9,0.75,0.23,0.15,0.18,11%,24%,FALSE,Male,Indonesia,Indonesian,
Brxndon,Goh ,Brandon,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,T30,"jett, astra, omen",960,0.77,173.3,0.73,64%,111.3,0.59,0.3,0.08,0.13,23%,14%,FALSE,Male,Singapore,English/Malay/Mandarin/Tamil,
Attention,JIA HUEI,HUANG,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,ZYG,"jett, sova, viper",407,1,220.3,1.07,70%,141.8,0.77,0.13,0.14,0.12,27%,15%,FALSE,Male,Hong Kong,Cantonese/English,
ChiaWei,CHANG,CHIA WEI,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,ONE,"sova, jett, skye",950,1.09,202.4,1.15,75%,133.2,0.74,0.3,0.08,0.08,35%,16%,FALSE,Male,Taiwan,Mandarin,
Shun,Song Lin,Han,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,KZ,"sova, breach, fade",2130,1.02,185.5,0.98,72%,125.3,0.66,0.31,0.05,0.06,27%,12%,FALSE,Male,Singapore,English/Malay/Mandarin/Tamil,
ERRRRA,Chia,Yong,active,,TMG,"omen, astra, brimstone",823,0.83,176.8,0.97,63%,118.7,0.65,0.21,0.06,0.06,27%,9%,FALSE,Male,SINGAPORE,English/Malay/Mandarin/Tamil,
KRX,Jirayu,Samnual,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,SPE,"jett, raze, reyna",1031,0.91,208,0.89,66%,137.3,0.71,0.22,0.16,0.16,29%,15%,FALSE,Male,Thailand,Thai,
pedio,Pesol,Kornwiphopsophon,active,http://static.lolesports.com/players/1679048807782_placeholder.png,INFN,"sova, viper, gekko",785,0.85,174.2,0.77,64%,119.1,0.6,0.27,0.07,0.1,25%,11%,FALSE,Male,THAILAND,Thai,
B1ngXun,Bing xun,Wang,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,287,"killjoy, cypher, viper",287,1.01,198.6,1.02,67%,136.1,0.7,0.21,0.06,0.09,34%,17%,FALSE,Male,THAILAND,Thai,
PatMen,Mendoza,Jhon Patrick,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,ZOL,"killjoy, sova, raze",2060,1.05,228.8,1.06,72%,151.9,0.8,0.28,0.13,0.1,32%,13%,FALSE,Male,Philippines,Filipino/English,
Ember,Garvit,Nehra,active,http://static.lolesports.com/players/1678181482694_placeholder.png,GDR,"astra, viper, brimstone",2411,1,192.5,0.96,70%,125.9,0.68,0.29,0.07,0.07,25%,15%,FALSE,Male,India,Hindi/English,
Vizzz,Hoaï¿½ï¿½ï¿½ï¿½,Vieï¿½ï¿½ï¿½ï¿½,active,http://static.lolesports.com/players/1628491305216_1599762334741_silhouette.png,BAAM,"skye, kayo, breach",1001,0.82,179,0.78,69%,114.1,0.6,0.39,0.07,0.13,21%,20%,FALSE,Female,VIETNAM,Vietnamese,
Bocah,Wibowo,Andres,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,(+4),"omen, astra, sova",931,0.98,195.8,0.93,68%,126.5,0.68,0.32,0.07,0.07,27%,10%,FALSE,Male,VIETNAM,Vietnamese,
Edw4rd,Chai,Voon Chuan,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,0Zer,"astra, viper, brimstone",609,0.93,186.5,0.82,67%,122.4,0.61,0.34,0.07,0.1,23%,16%,FALSE,Male,INDONESIA,Indonesian,
CaspeR,Neha,Sottany,archived,,PURR,"astra, omen, killjoy",2611,1.07,206.9,1.05,73%,134.8,0.74,0.39,0.06,0.07,28%,16%,FALSE,Female,India,Hindi/English,
joshh,Joshua,Leow,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,NG,"jett, killjoy, viper",2988,0.92,184.9,0.9,68%,121.7,0.66,0.23,0.09,0.1,26%,13%,FALSE,Male,Singapore,English/Malay/Mandarin/Tamil,
Hirenkyaku,Jerico,Loneza,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,(+5),"killjoy, viper, breach",214,0.72,167.6,0.68,60%,111.1,0.58,0.16,0.08,0.14,27%,8%,FALSE,Male,PHILIPPINES,Filipino/English,
Foods,Adrian,Sarangaya,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,Jopa,"raze, sage, jett",236,0.86,200.1,0.81,61%,134.7,0.68,0.19,0.15,0.14,25%,11%,FALSE,Male,PHILIPPINES,Filipino/English,
1ccug,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýu Dýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýng Quýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýng,Tuï¿½ï¿½,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,VIC,"killjoy, reyna, cypher",257,0.55,133.1,0.48,54%,91.2,0.41,0.24,0.04,0.14,21%,12%,FALSE,Male,PHILIPPINES,Filipino/English,
zeeq,MuhamHazeeq,Bin Shammim,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,HB,"cypher, killjoy, skye",2857,0.95,185.4,0.92,68%,124,0.66,0.22,0.07,0.08,25%,12%,FALSE,Male,Malaysia,Malay,
RIZKYMD,TEUKU MUHAMMAD ,RIZKI,active,http://static.lolesports.com/players/1627631746146_1599762334741_silhouette.png,Bin,"omen, breach, skye",1780,0.94,187.1,0.94,74%,118.2,0.67,0.33,0.06,0.08,21%,15%,FALSE,Male,Indonesia,Indonesian,
skye,"Lim	","Felipe Skye	",active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,MLT,"omen, viper, brimstone",1386,0.81,157.9,0.74,67%,101.9,0.55,0.33,0.06,0.09,21%,19%,FALSE,Male,SINGAPORE,English/Malay/Mandarin/Tamil,
r0serade,Ferdi,Imansyah,active,http://static.lolesports.com/players/1673877289545_placeholder.png,Onge,"jett, sova, breach",335,0.86,182.5,0.79,70%,117.2,0.61,0.33,0.07,0.08,20%,17%,FALSE,Male,SINGAPORE,English/Malay/Mandarin/Tamil,
Milooo,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýc Anh,Lï¿½ï¿½,active,http://static.lolesports.com/players/1675075796140_silhouette_transparent.png,RLF,"killjoy, viper, omen",545,0.88,181,0.83,69%,125.6,0.62,0.31,0.09,0.12,26%,8%,FALSE,Male,Vietnam,Vietnamese,
frostmind,Muhammad Rafi ,Diandra,active,http://static.lolesports.com/players/1633401230562_1599762334741_silhouette.png,BTR,"killjoy, cypher, viper",5553,1,186.9,1.03,72%,124.5,0.67,0.21,0.06,0.06,31%,15%,FALSE,Male,Indonesia,Indonesian,
Daicute,Anh Minh Thï¿½ï¿½ï¿½ï¿½,Nguyï¿½ï¿½ï¿½,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,TDE,"jett, reyna, chamber",2768,1.01,225.5,1.06,68%,144,0.79,0.18,0.14,0.14,23%,11%,FALSE,Male,Vietnam,Vietnamese,
Mast3r,Varun ,Menon,active,http://static.lolesports.com/players/1678186502963_placeholder.png,AR,"sova, sage, kayo",2621,0.92,180.2,0.86,67%,120.7,0.63,0.25,0.06,0.06,25%,13%,FALSE,Male,India,Hindi/English,
Pr,Paradorn,Chancharoen,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,Arch,"kayo, omen, breach",590,0.94,195.2,0.86,71%,129,0.66,0.37,0.09,0.09,25%,23%,FALSE,Male,THAILAND,Thai,
